offline_datapoint_0 1673819417 24,548
offline_datapoint_0 1673819420 24,551
offline_datapoint_0 1673819423 24,550
offline_datapoint_0 1673819426 24,548
offline_datapoint_0 1673819429 24,549
offline_datapoint_0 1673819432 24,547
offline_datapoint_0 1673819435 24,532
offline_datapoint_0 1673819438 24,530
offline_datapoint_0 1673819441 24,535
offline_datapoint_0 1673819444 24,540
offline_datapoint_0 1673819447 24,542
offline_datapoint_0 1673819450 24,544
offline_datapoint_0 1673819453 24,542
offline_datapoint_0 1673819456 24,537
offline_datapoint_0 1673819459 24,548
offline_datapoint_0 1673819462 24,544
offline_datapoint_0 1673819465 24,545
offline_datapoint_0 1673819468 24,539
offline_datapoint_0 1673819471 24,541
offline_datapoint_0 1673819474 24,546
offline_datapoint_0 1673819477 24,545
offline_datapoint_0 1673819480 24,550
offline_datapoint_0 1673819483 24,551
offline_datapoint_0 1673819486 24,552
offline_datapoint_0 1673819489 24,557
offline_datapoint_0 1673819492 24,561
offline_datapoint_0 1673819495 24,548
offline_datapoint_0 1673819498 24,545
offline_datapoint_0 1673819501 24,547
offline_datapoint_0 1673819504 24,557
offline_datapoint_0 1673819507 24,553
offline_datapoint_0 1673819510 24,554
offline_datapoint_0 1673819513 24,558
offline_datapoint_0 1673819516 24,555
offline_datapoint_0 1673819519 24,552
offline_datapoint_0 1673819522 24,553
offline_datapoint_0 1673819525 24,550
offline_datapoint_0 1673819528 24,553
offline_datapoint_0 1673819531 24,557
offline_datapoint_0 1673819534 24,552
offline_datapoint_0 1673819537 24,554
offline_datapoint_0 1673819540 24,556
offline_datapoint_0 1673819543 24,556
offline_datapoint_0 1673819546 24,553
offline_datapoint_0 1673819549 24,556
offline_datapoint_0 1673819552 24,561
offline_datapoint_0 1673819555 24,550
offline_datapoint_0 1673819558 24,549
offline_datapoint_0 1673819561 24,550
offline_datapoint_0 1673819564 24,548
offline_datapoint_0 1673819567 24,550
offline_datapoint_0 1673819570 24,553
offline_datapoint_0 1673819573 24,555
offline_datapoint_0 1673819576 24,556
offline_datapoint_0 1673819579 24,556
offline_datapoint_0 1673819582 24,559
offline_datapoint_0 1673819585 24,561
offline_datapoint_0 1673819588 24,558
offline_datapoint_0 1673819591 24,553
offline_datapoint_0 1673819594 24,548
offline_datapoint_0 1673819597 24,531
offline_datapoint_0 1673819600 24,535
offline_datapoint_0 1673819603 24,533
offline_datapoint_0 1673819606 24,532
offline_datapoint_0 1673819609 24,531
offline_datapoint_0 1673819612 24,531
offline_datapoint_0 1673819615 24,513
offline_datapoint_0 1673819618 24,516
offline_datapoint_0 1673819621 24,515
offline_datapoint_0 1673819624 24,516
offline_datapoint_0 1673819627 24,516
offline_datapoint_0 1673819630 24,521
offline_datapoint_0 1673819633 24,522
offline_datapoint_0 1673819636 24,525
offline_datapoint_0 1673819639 24,524
offline_datapoint_0 1673819642 24,533
offline_datapoint_0 1673819645 24,532
offline_datapoint_0 1673819648 24,538
offline_datapoint_0 1673819651 24,537
offline_datapoint_0 1673819654 24,538
offline_datapoint_0 1673819657 24,528
offline_datapoint_0 1673819660 24,533
offline_datapoint_0 1673819663 24,541
offline_datapoint_0 1673819666 24,534
offline_datapoint_0 1673819669 24,534
offline_datapoint_0 1673819672 24,533
offline_datapoint_0 1673819675 24,516
offline_datapoint_0 1673819678 24,516
offline_datapoint_0 1673819681 24,515
offline_datapoint_0 1673819684 24,515
offline_datapoint_0 1673819687 24,516
offline_datapoint_0 1673819690 24,523
offline_datapoint_0 1673819693 24,520
offline_datapoint_0 1673819696 24,519
offline_datapoint_0 1673819699 24,539
offline_datapoint_0 1673819702 24,542
offline_datapoint_0 1673819705 24,539
offline_datapoint_0 1673819708 24,542
offline_datapoint_0 1673819711 24,536
offline_datapoint_0 1673819714 24,540
offline_datapoint_0 1673819717 24,553
offline_datapoint_0 1673819720 24,549
offline_datapoint_0 1673819723 24,551
offline_datapoint_0 1673819726 24,557
offline_datapoint_0 1673819729 24,557
offline_datapoint_0 1673819732 24,562
offline_datapoint_0 1673819735 24,545
offline_datapoint_0 1673819738 24,549
offline_datapoint_0 1673819741 24,571
offline_datapoint_0 1673819744 24,571
offline_datapoint_0 1673819747 24,573
offline_datapoint_0 1673819750 24,568
offline_datapoint_0 1673819753 24,569
offline_datapoint_0 1673819756 24,569
offline_datapoint_0 1673819759 24,568
offline_datapoint_0 1673819762 24,569
offline_datapoint_0 1673819765 24,572
offline_datapoint_0 1673819768 24,570
offline_datapoint_0 1673819771 24,572
offline_datapoint_0 1673819774 24,824
offline_datapoint_0 1673819777 25,068
offline_datapoint_0 1673819780 25,215
offline_datapoint_0 1673819783 25,182
offline_datapoint_0 1673819786 25,159
offline_datapoint_0 1673819789 25,146
offline_datapoint_0 1673819792 25,146
offline_datapoint_0 1673819795 25,131
offline_datapoint_0 1673819798 25,135
offline_datapoint_0 1673819801 25,316
offline_datapoint_0 1673819804 26,194
offline_datapoint_0 1673819807 26,175
offline_datapoint_0 1673819810 26,072
offline_datapoint_0 1673819813 26,052
offline_datapoint_0 1673819816 26,061
offline_datapoint_0 1673819819 26,066
offline_datapoint_0 1673819822 26,055
offline_datapoint_0 1673819825 26,043
offline_datapoint_0 1673819828 26,071
offline_datapoint_0 1673819831 26,043
offline_datapoint_0 1673819834 25,965
offline_datapoint_0 1673819837 25,972
offline_datapoint_0 1673819840 25,943
offline_datapoint_0 1673819843 25,940
offline_datapoint_0 1673819846 25,926
offline_datapoint_0 1673819849 25,929
offline_datapoint_0 1673819852 25,930
offline_datapoint_0 1673819855 25,914
offline_datapoint_0 1673819858 25,904
offline_datapoint_0 1673819861 25,905
offline_datapoint_0 1673819864 25,886
offline_datapoint_0 1673819867 25,873
offline_datapoint_0 1673819870 25,866
offline_datapoint_0 1673819873 25,863
offline_datapoint_0 1673819876 25,862
offline_datapoint_0 1673819879 25,863
offline_datapoint_0 1673819882 25,860
offline_datapoint_0 1673819885 25,857
offline_datapoint_0 1673819888 25,861
offline_datapoint_0 1673819891 25,861
offline_datapoint_0 1673819894 25,860
offline_datapoint_0 1673819897 25,862
offline_datapoint_0 1673819900 25,866
offline_datapoint_0 1673819903 25,863
offline_datapoint_0 1673819906 25,861
offline_datapoint_0 1673819909 25,864
offline_datapoint_0 1673819912 25,865
offline_datapoint_0 1673819915 25,846
offline_datapoint_0 1673819918 25,854
offline_datapoint_0 1673819921 25,858
offline_datapoint_0 1673819924 25,874
offline_datapoint_0 1673819927 25,870
offline_datapoint_0 1673819930 25,869
offline_datapoint_0 1673819933 25,869
offline_datapoint_0 1673819936 25,866
offline_datapoint_0 1673819939 25,867
offline_datapoint_0 1673819942 25,628
offline_datapoint_0 1673819945 25,582
offline_datapoint_0 1673819948 25,578
offline_datapoint_0 1673819951 25,573
offline_datapoint_0 1673819954 25,566
offline_datapoint_0 1673819957 25,565
offline_datapoint_0 1673819960 25,565
offline_datapoint_0 1673819963 25,564
offline_datapoint_0 1673819966 25,561
offline_datapoint_0 1673819969 25,565
offline_datapoint_0 1673819972 25,564
offline_datapoint_0 1673819975 25,547
offline_datapoint_0 1673819978 25,551
offline_datapoint_0 1673819981 25,551
offline_datapoint_0 1673819984 25,549
offline_datapoint_0 1673819987 25,548
