16 1673818566 0,064922 0,200000 0,064922 0,064922 0,000843
94 1673818566 29,483446 0,200000 29,483446 29,483446 173,854722
97 1673818566 29,483732 0,200000 29,483732 29,483732 173,858085
44 1673818566 5,069716 0,200000 5,069716 5,069716 5,140405
37 1673818566 5,113217 0,200000 5,113217 5,113217 5,228998
22 1673818567 5,137416 0,200000 5,137416 5,137416 5,278608
22 1673818568 5,137416 0,200000 5,137416 5,137416 5,278608
22 1673818569 5,137416 0,200000 5,137416 5,137416 5,278608
22 1673818570 5,137416 0,200000 5,137416 5,137416 5,278608
22 1673818571 5,137416 0,200000 5,137416 5,137416 5,278608
41 1673818572 9,071358 0,200000 9,071358 9,071358 16,457906
37 1673818572 5,124629 0,200000 5,124629 5,124629 5,252365
41 1673818573 9,071358 0,200000 9,071358 9,071358 16,457906
37 1673818573 5,124629 0,200000 5,124629 5,124629 5,252365
41 1673818574 9,071358 0,200000 9,071358 9,071358 16,457906
37 1673818574 5,124629 0,200000 5,124629 5,124629 5,252365
41 1673818575 9,071358 0,200000 9,071358 9,071358 16,457906
37 1673818575 5,124629 0,200000 5,124629 5,124629 5,252365
41 1673818576 9,071358 0,200000 9,071358 9,071358 16,457906
37 1673818576 5,124629 0,200000 5,124629 5,124629 5,252365
16 1673818577 0,063437 0,200000 0,063437 0,063437 0,000805
53 1673818577 0,041525 0,200000 0,041525 0,041525 0,000345
16 1673818578 0,063437 0,200000 0,063437 0,063437 0,000805
53 1673818578 0,041525 0,200000 0,041525 0,041525 0,000345
53 1673818579 0,041525 0,200000 0,041525 0,041525 0,000345
16 1673818579 0,063437 0,200000 0,063437 0,063437 0,000805
16 1673818580 0,063437 0,200000 0,063437 0,063437 0,000805
53 1673818580 0,041525 0,200000 0,041525 0,041525 0,000345
16 1673818581 0,063437 0,200000 0,063437 0,063437 0,000805
53 1673818581 0,041525 0,200000 0,041525 0,041525 0,000345
16 1673818582 0,063540 0,200000 0,063540 0,063540 0,000807
56 1673818582 5,047946 0,200000 5,047946 5,047946 5,096352
41 1673818582 9,074918 0,200000 9,074918 9,074918 16,470828
59 1673818582 5,049894 0,200000 5,049894 5,049894 5,100286
16 1673818583 0,063540 0,200000 0,063540 0,063540 0,000807
56 1673818583 5,047946 0,200000 5,047946 5,047946 5,096352
41 1673818583 9,074918 0,200000 9,074918 9,074918 16,470828
59 1673818583 5,049894 0,200000 5,049894 5,049894 5,100286
41 1673818584 9,074918 0,200000 9,074918 9,074918 16,470828
56 1673818584 5,047946 0,200000 5,047946 5,047946 5,096352
16 1673818584 0,063540 0,200000 0,063540 0,063540 0,000807
59 1673818584 5,049894 0,200000 5,049894 5,049894 5,100286
16 1673818585 0,063540 0,200000 0,063540 0,063540 0,000807
56 1673818585 5,047946 0,200000 5,047946 5,047946 5,096352
41 1673818585 9,074918 0,200000 9,074918 9,074918 16,470828
59 1673818585 5,049894 0,200000 5,049894 5,049894 5,100286
16 1673818586 0,063540 0,200000 0,063540 0,063540 0,000807
56 1673818586 5,047946 0,200000 5,047946 5,047946 5,096352
41 1673818586 9,074918 0,200000 9,074918 9,074918 16,470828
59 1673818586 5,049894 0,200000 5,049894 5,049894 5,100286
65 1673818587 5,047755 0,200000 5,047755 5,047755 5,095965
22 1673818587 5,108256 0,200000 5,108256 5,108256 5,218856
62 1673818587 5,043743 0,200000 5,043743 5,043743 5,087868
53 1673818587 0,041782 0,200000 0,041782 0,041782 0,000349
65 1673818588 5,047755 0,200000 5,047755 5,047755 5,095965
22 1673818588 5,108256 0,200000 5,108256 5,108256 5,218856
62 1673818588 5,043743 0,200000 5,043743 5,043743 5,087868
53 1673818588 0,041782 0,200000 0,041782 0,041782 0,000349
62 1673818589 5,043743 0,200000 5,043743 5,043743 5,087868
53 1673818589 0,041782 0,200000 0,041782 0,041782 0,000349
65 1673818589 5,047755 0,200000 5,047755 5,047755 5,095965
22 1673818589 5,108256 0,200000 5,108256 5,108256 5,218856
65 1673818590 5,047755 0,200000 5,047755 5,047755 5,095965
22 1673818590 5,108256 0,200000 5,108256 5,108256 5,218856
62 1673818590 5,043743 0,200000 5,043743 5,043743 5,087868
53 1673818590 0,041782 0,200000 0,041782 0,041782 0,000349
65 1673818591 5,047755 0,200000 5,047755 5,047755 5,095965
22 1673818591 5,108256 0,200000 5,108256 5,108256 5,218856
62 1673818591 5,043743 0,200000 5,043743 5,043743 5,087868
53 1673818591 0,041782 0,200000 0,041782 0,041782 0,000349
83 1673818592 5,125060 0,200000 5,125060 5,125060 5,253248
16 1673818592 0,063627 0,400000 0,063055 0,064199 0,001619
89 1673818592 10,297004 0,200000 10,297004 10,297004 21,205659
56 1673818592 5,049505 0,200000 5,049505 5,049505 5,099499
86 1673818592 10,296956 0,200000 10,296956 10,296956 21,205462
74 1673818592 5,120462 0,200000 5,120462 5,120462 5,243826
44 1673818592 5,066576 0,200000 5,066576 5,066576 5,134038
71 1673818592 39,656029 0,200000 39,656029 39,656029 314,520127
68 1673818592 39,656075 0,200000 39,656075 39,656075 314,520857
83 1673818593 5,125060 0,200000 5,125060 5,125060 5,253248
16 1673818593 0,063627 0,400000 0,063055 0,064199 0,001619
89 1673818593 10,297004 0,200000 10,297004 10,297004 21,205659
56 1673818593 5,049505 0,200000 5,049505 5,049505 5,099499
86 1673818593 10,296956 0,200000 10,296956 10,296956 21,205462
74 1673818593 5,120462 0,200000 5,120462 5,120462 5,243826
44 1673818593 5,066576 0,200000 5,066576 5,066576 5,134038
71 1673818593 39,656029 0,200000 39,656029 39,656029 314,520127
68 1673818593 39,656075 0,200000 39,656075 39,656075 314,520857
68 1673818594 39,656075 0,200000 39,656075 39,656075 314,520857
16 1673818594 0,063627 0,400000 0,063055 0,064199 0,001619
71 1673818594 39,656029 0,200000 39,656029 39,656029 314,520127
44 1673818594 5,066576 0,200000 5,066576 5,066576 5,134038
83 1673818594 5,125060 0,200000 5,125060 5,125060 5,253248
89 1673818594 10,297004 0,200000 10,297004 10,297004 21,205659
56 1673818594 5,049505 0,200000 5,049505 5,049505 5,099499
86 1673818594 10,296956 0,200000 10,296956 10,296956 21,205462
74 1673818594 5,120462 0,200000 5,120462 5,120462 5,243826
83 1673818595 5,125060 0,200000 5,125060 5,125060 5,253248
16 1673818595 0,063627 0,400000 0,063055 0,064199 0,001619
89 1673818595 10,297004 0,200000 10,297004 10,297004 21,205659
56 1673818595 5,049505 0,200000 5,049505 5,049505 5,099499
86 1673818595 10,296956 0,200000 10,296956 10,296956 21,205462
74 1673818595 5,120462 0,200000 5,120462 5,120462 5,243826
44 1673818595 5,066576 0,200000 5,066576 5,066576 5,134038
71 1673818595 39,656029 0,200000 39,656029 39,656029 314,520127
68 1673818595 39,656075 0,200000 39,656075 39,656075 314,520857
83 1673818596 5,125060 0,200000 5,125060 5,125060 5,253248
16 1673818596 0,063627 0,400000 0,063055 0,064199 0,001619
89 1673818596 10,297004 0,200000 10,297004 10,297004 21,205659
56 1673818596 5,049505 0,200000 5,049505 5,049505 5,099499
86 1673818596 10,296956 0,200000 10,296956 10,296956 21,205462
74 1673818596 5,120462 0,200000 5,120462 5,120462 5,243826
44 1673818596 5,066576 0,200000 5,066576 5,066576 5,134038
71 1673818596 39,656029 0,200000 39,656029 39,656029 314,520127
68 1673818596 39,656075 0,200000 39,656075 39,656075 314,520857
16 1673818597 0,061799 0,200000 0,061799 0,061799 0,000764
80 1673818597 20,355979 0,200000 20,355979 20,355979 82,873176
22 1673818597 5,107679 0,200000 5,107679 5,107679 5,217677
62 1673818597 5,041231 0,200000 5,041231 5,041231 5,082802
77 1673818597 20,356242 0,200000 20,356242 20,356242 82,875319
44 1673818597 5,074167 0,200000 5,074167 5,074167 5,149433
59 1673818597 5,052383 0,200000 5,052383 5,052383 5,105315
16 1673818598 0,061799 0,200000 0,061799 0,061799 0,000764
80 1673818598 20,355979 0,200000 20,355979 20,355979 82,873176
22 1673818598 5,107679 0,200000 5,107679 5,107679 5,217677
62 1673818598 5,041231 0,200000 5,041231 5,041231 5,082802
77 1673818598 20,356242 0,200000 20,356242 20,356242 82,875319
44 1673818598 5,074167 0,200000 5,074167 5,074167 5,149433
59 1673818598 5,052383 0,200000 5,052383 5,052383 5,105315
59 1673818599 5,052383 0,200000 5,052383 5,052383 5,105315
16 1673818599 0,061799 0,200000 0,061799 0,061799 0,000764
80 1673818599 20,355979 0,200000 20,355979 20,355979 82,873176
22 1673818599 5,107679 0,200000 5,107679 5,107679 5,217677
62 1673818599 5,041231 0,200000 5,041231 5,041231 5,082802
77 1673818599 20,356242 0,200000 20,356242 20,356242 82,875319
44 1673818599 5,074167 0,200000 5,074167 5,074167 5,149433
16 1673818600 0,061799 0,200000 0,061799 0,061799 0,000764
80 1673818600 20,355979 0,200000 20,355979 20,355979 82,873176
22 1673818600 5,107679 0,200000 5,107679 5,107679 5,217677
62 1673818600 5,041231 0,200000 5,041231 5,041231 5,082802
77 1673818600 20,356242 0,200000 20,356242 20,356242 82,875319
44 1673818600 5,074167 0,200000 5,074167 5,074167 5,149433
59 1673818600 5,052383 0,200000 5,052383 5,052383 5,105315
16 1673818601 0,061799 0,200000 0,061799 0,061799 0,000764
80 1673818601 20,355979 0,200000 20,355979 20,355979 82,873176
22 1673818601 5,107679 0,200000 5,107679 5,107679 5,217677
62 1673818601 5,041231 0,200000 5,041231 5,041231 5,082802
77 1673818601 20,356242 0,200000 20,356242 20,356242 82,875319
44 1673818601 5,074167 0,200000 5,074167 5,074167 5,149433
59 1673818601 5,052383 0,200000 5,052383 5,052383 5,105315
65 1673818602 5,046454 0,200000 5,046454 5,046454 5,093339
22 1673818602 5,141671 0,200000 5,141671 5,141671 5,287356
50 1673818602 10,245816 0,200000 10,245816 10,245816 20,995349
47 1673818602 10,245660 0,200000 10,245660 10,245660 20,994709
44 1673818602 5,073621 0,200000 5,073621 5,073621 5,148326
65 1673818603 5,046454 0,200000 5,046454 5,046454 5,093339
22 1673818603 5,141671 0,200000 5,141671 5,141671 5,287356
50 1673818603 10,245816 0,200000 10,245816 10,245816 20,995349
47 1673818603 10,245660 0,200000 10,245660 10,245660 20,994709
44 1673818603 5,073621 0,200000 5,073621 5,073621 5,148326
22 1673818604 5,141671 0,200000 5,141671 5,141671 5,287356
65 1673818604 5,046454 0,200000 5,046454 5,046454 5,093339
44 1673818604 5,073621 0,200000 5,073621 5,073621 5,148326
50 1673818604 10,245816 0,200000 10,245816 10,245816 20,995349
47 1673818604 10,245660 0,200000 10,245660 10,245660 20,994709
65 1673818605 5,046454 0,200000 5,046454 5,046454 5,093339
22 1673818605 5,141671 0,200000 5,141671 5,141671 5,287356
50 1673818605 10,245816 0,200000 10,245816 10,245816 20,995349
47 1673818605 10,245660 0,200000 10,245660 10,245660 20,994709
44 1673818605 5,073621 0,200000 5,073621 5,073621 5,148326
65 1673818606 5,046454 0,200000 5,046454 5,046454 5,093339
22 1673818606 5,141671 0,200000 5,141671 5,141671 5,287356
50 1673818606 10,245816 0,200000 10,245816 10,245816 20,995349
47 1673818606 10,245660 0,200000 10,245660 10,245660 20,994709
44 1673818606 5,073621 0,200000 5,073621 5,073621 5,148326
16 1673818607 0,063213 0,200000 0,063213 0,063213 0,000799
50 1673818607 10,275450 0,200000 10,275450 10,275450 21,116973
47 1673818607 10,275403 0,200000 10,275403 10,275403 21,116783
74 1673818607 5,119960 0,200000 5,119960 5,119960 5,242798
44 1673818607 5,071620 0,200000 5,071620 5,071620 5,144266
100 1673818607 10,170615 0,200000 10,170615 10,170615 20,688282
16 1673818608 0,063213 0,200000 0,063213 0,063213 0,000799
50 1673818608 10,275450 0,200000 10,275450 10,275450 21,116973
47 1673818608 10,275403 0,200000 10,275403 10,275403 21,116783
74 1673818608 5,119960 0,200000 5,119960 5,119960 5,242798
44 1673818608 5,071620 0,200000 5,071620 5,071620 5,144266
100 1673818608 10,170615 0,200000 10,170615 10,170615 20,688282
16 1673818609 0,063213 0,200000 0,063213 0,063213 0,000799
74 1673818609 5,119960 0,200000 5,119960 5,119960 5,242798
50 1673818609 10,275450 0,200000 10,275450 10,275450 21,116973
47 1673818609 10,275403 0,200000 10,275403 10,275403 21,116783
44 1673818609 5,071620 0,200000 5,071620 5,071620 5,144266
100 1673818609 10,170615 0,200000 10,170615 10,170615 20,688282
16 1673818610 0,063213 0,200000 0,063213 0,063213 0,000799
50 1673818610 10,275450 0,200000 10,275450 10,275450 21,116973
47 1673818610 10,275403 0,200000 10,275403 10,275403 21,116783
74 1673818610 5,119960 0,200000 5,119960 5,119960 5,242798
44 1673818610 5,071620 0,200000 5,071620 5,071620 5,144266
100 1673818610 10,170615 0,200000 10,170615 10,170615 20,688282
16 1673818611 0,063213 0,200000 0,063213 0,063213 0,000799
50 1673818611 10,275450 0,200000 10,275450 10,275450 21,116973
47 1673818611 10,275403 0,200000 10,275403 10,275403 21,116783
74 1673818611 5,119960 0,200000 5,119960 5,119960 5,242798
44 1673818611 5,071620 0,200000 5,071620 5,071620 5,144266
100 1673818611 10,170615 0,200000 10,170615 10,170615 20,688282
103 1673818612 49,778914 0,200000 49,778914 49,778914 495,588051
16 1673818612 0,062033 0,400000 0,060929 0,063138 0,001540
80 1673818612 20,355279 0,200000 20,355279 20,355279 82,867474
22 1673818612 5,140246 0,200000 5,140246 5,140246 5,284425
106 1673818612 49,779262 0,200000 49,779262 49,779262 495,594982
77 1673818612 20,355325 0,200000 20,355325 20,355325 82,867847
44 1673818612 5,072270 0,400000 5,071287 5,073253 10,291170
103 1673818613 49,778914 0,200000 49,778914 49,778914 495,588051
16 1673818613 0,062033 0,400000 0,060929 0,063138 0,001540
